FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
4 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *4UWYQPLPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
4 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *7H5EMNQPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
4 de mayo de 2025,,AGENCIA X,VPS PLATAFORMA CUENTAS,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 6.3,,,,
4 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
5 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *YAJ5VP4PX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
5 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
6 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *7PRNPRUPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
6 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *NWTWTNQPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
6 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *QEUZTPLPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
6 de mayo de 2025,,ARZA-UÑAS-L2,Card charge (FLODESK.COM),Sotware y suscripciones,FLODESK,,,,,,-$ 38.0,,,,
6 de mayo de 2025,SALIDA,GERSSON L7,VPS HOSTING GERSSON,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 13.4,,,,
6 de mayo de 2025,INGRESO,GERSSON L7,PAGO DE PRESTAMO THRIVE,Ingresos por Proyecto,FEE AGENCIA,,,,,,$ 300.0,,,,
7 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *89PUYNQPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
7 de mayo de 2025,,NELLY,Card charge (FACEBK *JMTRZQUQN2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 58.6,,,,
7 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FLODESK.COM),Sotware y suscripciones,FLODESK,,,,,,-$ 38.0,,,,
7 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 149.7,,,,
7 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
8 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *YJAP8Q4PX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
8 de mayo de 2025,,AGENCIA X,HOSTING WEB AGENCIA,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 13.9,,,,
8 de mayo de 2025,,AGENCIA X,NOMINA MAYO,Gastos de la Agencia,Nómina,,,,,,"-$ 2,378.7 ",,,,
9 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *JK9Q3QCPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
9 de mayo de 2025,,NELLY,Card charge (FACEBK *6NJ2VQYQN2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 36.2,,,,
9 de mayo de 2025,,AGENCIA X,VPS N8N AGENCIA,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 57.9,,,,
10 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *MTESCQ4PX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
10 de mayo de 2025,,NELLY,Card charge (FACEBK *2AHBSR8RN2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 9.1,,,,
10 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
10 de mayo de 2025,,AGENCIA X,Card charge (ASA*FLRN COMPANY LTDA),Sotware y suscripciones,NINJABR,,,,,,-$ 23.2,,,,
10 de mayo de 2025,,GERSSON VENTA DIRECTA,Card charge (FACEBK *25HLSPCAY2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 249.2,,,,
11 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *63S8DQ4AY2),GASTOS PUBLICITARIOS,FB ADS,,,,,,"-$ 1,200.0 ",,,,
11 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *YVJ3SQ4QX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
11 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
12 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *TPE37QU9Y2),GASTOS PUBLICITARIOS,FB ADS,,,,,,"-$ 1,300.0 ",,,,
12 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *BFXPTQ8PX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
12 de mayo de 2025,SALIDA,GERSSON L7,Card charge (FACEBK *E5UAAPQPX2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 900.0,,,,
12 de mayo de 2025,,VCAPITAL L1,DOMINIO BUSINESS VCAPITAL,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 9.2,,,,
13 de mayo de 2025,,AGENCIA X,Card charge (ADVERONIX LLC),Sotware y suscripciones,ADVERONIX,,,,,,-$ 59.0,,,,
13 de mayo de 2025,,AGENCIA X,VPS N8N GERSSON,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 17.1,,,,
13 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
13 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 0.7,,,,
14 de mayo de 2025,,NELLY,Card charge (FACEBK *GUDV3S8RN2),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 32.1,,,,
14 de mayo de 2025,,AGENCIA X,VPS PLATAFORMA CUENTAS,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 9.2,,,,
15 de mayo de 2025,INGRESO CONTABLE,AGENCIA X,UTILIDADES ADRIANA,CORTE UTILIDADES,ADRIANA," $ 2,129.0 ",,,,,,,,,
15 de mayo de 2025,SALIDA CONTABLE,ADRIANA,UTILIDADES 1 ABR - 15 MAY,Ingresos por Proyecto,JSD,"-$ 2,129.0 ",,,,,,,,,
15 de mayo de 2025,SALIDA,AGENCIA X,NOMINA JUNIO,Gastos de la Agencia,Nómina,,"-$ 2,129.0 ",,,,,,,,
15 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
17 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
18 de mayo de 2025,,AGENCIA X,"Card charge (CURSOR, AI POWERED IDE)",Sotware y suscripciones,CURSOR,,,,,,-$ 20.0,,,,
18 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
19 de mayo de 2025,,AGENCIA X,Card charge (OPENAI *CHATGPT SUBSCR),Sotware y suscripciones,CHATGPT,,,,,,-$ 20.0,,,,
19 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
20 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
20 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 15.0,,,,
20 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 10.0,,,,
20 de mayo de 2025,,AGENCIA X,Payment to BANCOLOMBIA (1854),Gastos de la Agencia,Nómina,,,,,,-$ 510.2,,,,
21 de mayo de 2025,,HOTMART,Payment from Hotmart,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 2,541.7 "," $ 2,541.7 ",,,,
21 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
25 de mayo de 2025,,AGENCIA X,Card charge (BOLT (BY STACKBLITZ)),Sotware y suscripciones,ZOOM,,,,,,-$ 20.0,,,,
25 de mayo de 2025,,VCAPITAL L1,Card charge (FLODESK.COM),Sotware y suscripciones,FLODESK,,,,,,-$ 38.0,,,,
25 de mayo de 2025,,AGENCIA X,Card charge (GREATAPPS),Sotware y suscripciones,GREATPAGES,,,,,,-$ 49.7,,,,
25 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
25 de mayo de 2025,SALIDA,GERSSON L7,Card charge (STREAMYARD.COM),Sotware y suscripciones,STREAMYARD,,,,,,-$ 45.0,,,,
26 de mayo de 2025,,AGENCIA X,DOMINIO AUTOMSCC,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 2.4,,,,
26 de mayo de 2025,,AGENCIA X,"Card charge (STAPE, INC.)",Sotware y suscripciones,STAPE,,,,,,-$ 20.0,,,,
26 de mayo de 2025,SALIDA,GERSSON L7,Card charge (SUPABASE),Software y suscripciones,SUPABASE,,,,,,-$ 25.0,,,,
27 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 500.0,,,,
27 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
27 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 50.0,,,,
27 de mayo de 2025,SALIDA,GERSSON L7,Card charge (STREAMYARD.COM),Sotware y suscripciones,STREAMYARD,,,,,,-$ 39.7,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,VPS BOTS + API PUNTAJE,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 19.9,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
28 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (DEVZAPP LTDA),Sotware y suscripciones,DEVZAPP,,,,,,-$ 27.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 100.0,,,,
29 de mayo de 2025,SALIDA,GERSSON L7,Card charge (Paypro 448003688867),Sotware y suscripciones,WHATZAPPER,,,,,,-$ 44.6,,,,
30 de mayo de 2025,,ADRIANA,VENTAS MAYO,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,," $ 1,822.0 ",,,,,,,,
31 de mayo de 2025,,GERSSON L6,VENTAS MASTER - MAYO,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,,,,," $ 3,157.0 ",,,,,
31 de mayo de 2025,SALIDA,GERSSON L7,Card charge (MANYCHAT.COM),Sotware y suscripciones,MANYCHAT,,,,,,-$ 10.0,,,,
31 de mayo de 2025,,AGENCIA X,"Card charge (STAPE, INC.)",Sotware y suscripciones,STAPE,,,,,,-$ 50.0,,,,
31 de mayo de 2025,,GERSSON L7,VENTAS MAYO,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,,,,," $ 44,828.0 ",,,,,
31 de mayo de 2025,,GIORGIO L1,VENTAS,Ingresos por Proyecto / Hotmart,VENTAS DICIEMBRE HOTMART,,,,,$ 428.0,,,,,
2 de junio de 2025,,AGENCIA X,DOMINIO AUTOMSCC,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 2.5,,,,
3 de junio de 2025,,AGENCIA X,VPS PLATAFORMA CUENTAS,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 12.7,,,,
4 de junio de 2025,,GIORGIO L1,PLATAFORMA CORREOS,Sotware y suscripciones,FLODESK,,,,,,-$ 38.0,,,,
5 de junio de 2025,,AGENCIA X,IA ASISTENTE CODIGO PLATAFORMAS,Sotware y suscripciones,CURSOR,,,,,,-$ 5.5,,,,
6 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *4GAFHQUW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
6 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *X9NRDQQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
6 de junio de 2025,,ARZA-CEJAS-L2,PLATAFORMA CORREOS,Sotware y suscripciones,FLODESK,,,,,,-$ 38.0,,,,
6 de junio de 2025,,AGENCIA X,HOSTING WEB AGENCIA,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 13.8,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *H2YJLPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *HULTCQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *YQCTFPYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *UQHQRP4W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *SPPJCQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *9HXEKPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *WKN6FQQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *UW8JBQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *XYFWDQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *WF37MQUW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *SPMSFPLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *CHRTTP4W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
7 de junio de 2025,SALIDA,GERSSON L7,PLATAFORMA CORREOS,Sotware y suscripciones,FLODESK,,,,,,-$ 38.0,,,,
7 de junio de 2025,SALIDA,GERSSON L7,MEMBRESIA MANYCHAT,Sotware y suscripciones,MANYCHAT,,,,,,-$ 444.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *2WHKKQQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *3JQWPPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *V4TEJQQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *F6G5KQQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *EXJEPPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *AL9EMQUV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *RY5FNPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
8 de junio de 2025,SALIDA,GERSSON L7,VPS HOSTING GERSSON,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 14.6,,,,
9 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *3WQLNQUV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
9 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *G3XZJPLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
9 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *73XVKPLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
9 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *V5U5LPLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
9 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *56WRMPYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
9 de junio de 2025,,AGENCIA X,VPS N8N AGENCIA,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 60.8,,,,
10 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *CT6CUPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
10 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *LGNDKQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
10 de junio de 2025,,AGENCIA X,PLATAFORMA ESPIONAJE,Sotware y suscripciones,NINJABR,,,,,,-$ 23.6,,,,
11 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *BGUQQPLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
11 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *QP28VPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
12 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *GT66VPYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
12 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *3378TPLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
12 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *WDV6XPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
13 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *K5VBYPGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
13 de junio de 2025,,AGENCIA X,Card charge (ADVERONIX LLC),Sotware y suscripciones,ADVERONIX,,,,,,-$ 59.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *KKZUPQ8W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *5WRGYPYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *AVRXYPYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *GVERMQ8W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *5TUA2QGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *KT8QWPYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
14 de junio de 2025,,GERSSON L8,VPS N8N GERSSON,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 17.3,,,,
15 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *5S3Z2RQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
15 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *LVFPXQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
15 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *FLSCXQCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
16 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *6QHA5QYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
16 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *NTZR5QYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
16 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *5F2F4QYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *9MBJ4RCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *EPNWVQ8W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *8SJBAQGW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.2,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *CDN7HQ4W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 18.4,,,,
17 de junio de 2025,,HOTMART,Payment from Hotmart,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 49,997.0 "," $ 49,997.0 ",,,,
18 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *UXTUYQ8W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
18 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *QLFF6RCW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
18 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *963V8QYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *ZLQEBQLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *UFZKBQYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *SRA4ERUV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *RDNWBRQW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
20 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *AYDEPQ4W22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
20 de junio de 2025,,HOTMART,Payment from Hotmart,Retiros / Hotmart,RETIRO HOTMART,,,,,"-$ 11,584.9 "," $ 11,584.9 ",,,,
21 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *37AHHQYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *QFVMJRUV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *QDG7FQLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *NCW2EQLW22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *HZBCFQYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
21 de junio de 2025,,SANTIAGO MENDEZ,DOMINIO academysantiagomendez.com,Sotware y suscripciones,HOSTINGUER,,,,,,-$ 9.6,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *PTMVEQYV22),GASTOS PUBLICITARIOS,FB ADS,,,,,,-$ 60.0,,,,
